bigrama,tfidf_falso,tfidf_verdadeiro,diferenca
leite ambito,0.0,0.0001027636621729,-0.0001027636621729
leite determinou,0.0,9.85621466245204e-05,-9.85621466245204e-05
leite mandou,0.0,4.177192506785813e-05,-4.177192506785813e-05
leite materno,8.160314122878814e-05,0.0,8.160314122878814e-05
leite pedido,0.0,6.694809447834656e-05,-6.694809447834656e-05
leite suassuna,0.0001048385607532,0.0,0.0001048385607532
leito rio,0.0,7.930636846535046e-05,-7.930636846535046e-05
leitor nao,2.484665528109681e-05,6.414083143889059e-05,-3.9294176157793776e-05
leitores ano,0.0,8.178627506723787e-05,-8.178627506723787e-05
leitores comentaram,2.7067897724310396e-05,0.0,2.7067897724310396e-05
leitores veja,0.0,0.0003152031808237,-0.0003152031808237
leitura parecer,0.0,0.0002079809433126,-0.0002079809433126
lelis pv,0.0,0.0001225619422724,-0.0001225619422724
lelis teixeira,0.0,0.0001608168583006,-0.0001608168583006
lelo coimbra,6.118904200466597e-05,4.759333444049617e-05,1.35957075641698e-05
lembra daquela,0.0001072065848256,0.0,0.0001072065848256
lembra paralisacao,6.127425785124406e-05,0.0,6.127425785124406e-05
lembrar coisas,4.657269857294572e-05,0.0,4.657269857294572e-05
lembrar detalhes,3.630713276520055e-05,4.575774079532128e-05,-9.450608030120725e-06
lembrar disso,4.6047881905700406e-05,7.017737805079672e-05,-2.412949614509632e-05
lembrar ex,0.0001503097070929,0.0,0.0001503097070929
lembrar nome,7.320613764544555e-05,3.1465088020908946e-05,4.174104962453661e-05
lembrar nomeacao,7.554530716162899e-05,0.0,7.554530716162899e-05
lembrar repercussao,0.0,4.484052392163634e-05,-4.484052392163634e-05
lembro bem,2.144249571712894e-05,5.584053029446351e-05,-3.439803457733457e-05
lembrou ainda,4.822154693777319e-05,2.8271808416306893e-05,1.9949738521466293e-05
lemos ouvimos,0.0,0.0001064680629084,-0.0001064680629084
lenda urbana,0.0,0.000162785658476,-0.000162785658476
lenga lenga,0.0,8.194777311518216e-05,-8.194777311518216e-05
lenha fogueira,0.0001164679372157,0.0001386108900411,-2.214295282536004e-05
leniencia assinado,0.0,0.0001075880515764,-0.0001075880515764
leniencia especie,0.0,7.155479411912911e-05,-7.155479411912911e-05
leniencia estados,0.0,6.433697732351143e-05,-6.433697732351143e-05
leniencia firmado,4.001626898415349e-05,2.901585184836256e-05,1.1000417135790922e-05
leniencia lava,0.0,7.882767736532798e-05,-7.882767736532798e-05
leniencia proposta,5.62614780283353e-05,0.0,5.62614780283353e-05
lenta mostra,4.196429724223985e-05,0.0001356556574193,-9.369136017708692e-05
leo conta,8.457949845751377e-05,0.0,8.457949845751377e-05
leo dias,0.0009480679468307,0.0,0.0009480679468307
leo disse,3.580002135885965e-05,4.735727676677124e-05,-1.1557255407911588e-05
leo dupla,5.587468448703418e-05,0.0,5.587468448703418e-05
leo indiciado,0.0,9.18848628939426e-05,-9.18848628939426e-05
leo nao,8.382969005894903e-05,2.631134817436572e-05,5.751834188458331e-05
leo pinheiro,0.0012915517100376,0.0006078766586125,0.000683675051425
leo tambem,0.0001117605692122,0.0,0.0001117605692122
leonardo attuch,3.49108069269154e-05,5.2293769067678535e-05,-1.7382962140763136e-05
leonardo costa,0.0,8.55821185725149e-05,-8.55821185725149e-05
leonardo picciani,0.0,5.147867374318898e-05,-5.147867374318898e-05
leonel brizola,0.0001451336662077,0.0,0.0001451336662077
ler abaixo,3.7406750004877946e-05,3.3877700393513146e-05,3.5290496113648e-06
ler aqui,6.318489125334995e-05,4.954915983215195e-05,1.3635731421198004e-05
ler discurso,7.853897259179822e-05,1.8460834034685004e-05,6.0078138557113214e-05
ler escrever,8.711638347748902e-05,0.0,8.711638347748902e-05
ler integra,3.1122534859476734e-05,3.838788617271381e-05,-7.265351313237079e-06
leram anexo,5.560314922286612e-05,0.0,5.560314922286612e-05
lesa patria,7.694186993576071e-05,2.5374707471206924e-05,5.156716246455379e-05
lesao corporal,7.6582637940023e-05,0.0001393633306478,-6.278069270787548e-05
lesbicas gays,3.280867870115773e-05,0.0001475827594388,-0.0001147740807376
lesoes corporais,0.0,0.0001771697812563,-0.0001771697812563
lesou velhinhos,0.0001000417848698,0.0,0.0001000417848698
leste capital,2.172474678692365e-05,9.376718908193437e-05,-7.20424422950107e-05
leste cidade,0.0,0.0001149642525482,-0.0001149642525482
leste coreia,9.68608524289892e-05,2.5760542390962067e-05,7.110031003802713e-05
leste europa,0.0,8.984027310443466e-05,-8.984027310443466e-05
leste europeu,6.141008510254193e-05,0.0001245627100457,-6.315262494320276e-05
leste pais,8.059744797715338e-05,7.647326694066297e-05,4.124181036490408e-06
leste sao,9.622406037456008e-05,0.000161778604097,-6.555454372248413e-05
leste segundo,4.714784791983865e-05,3.734241589681824e-05,9.805432023020418e-06
letal rapido,8.129589626597328e-05,0.0,8.129589626597328e-05
leticia 66,0.0,8.22396013621764e-05,-8.22396013621764e-05
leticia entrega,0.0,6.797050609627384e-05,-6.797050609627384e-05
leticia esposa,0.0001093752773109,4.044441955092151e-05,6.893085776001829e-05
leticia ex,3.680962897006701e-05,8.355046115086603e-05,-4.674083218079901e-05
leticia fabio,2.2888150998526805e-05,4.5609686627049126e-05,-2.272153562852232e-05
leticia filho,8.311337524468571e-05,0.0,8.311337524468571e-05
leticia internada,4.23287797094136e-05,4.61684940589137e-05,-3.839714349500107e-06
leticia lula,0.0002417872525899,0.0002390863966571,2.700855932819208e-06
leticia morreu,0.0,5.496576887969634e-05,-5.496576887969634e-05
leticia morta,0.0,0.0001159143553041,-0.0001159143553041
leticia mulher,0.0,7.881878583803966e-05,-7.881878583803966e-05
leticia nao,0.0001219426165154,0.0,0.0001219426165154
leticia pessoas,9.833565681824436e-05,0.0,9.833565681824436e-05
leticia sabatella,0.0003387763096276,0.0,0.0003387763096276
leticia segue,0.0,6.54398048585167e-05,-6.54398048585167e-05
leticia sempre,0.0,8.897444940222886e-05,-8.897444940222886e-05
leticia unidade,0.0,7.896374900739183e-05,-7.896374900739183e-05
leticia verdade,2.7067897724310396e-05,0.0,2.7067897724310396e-05
letonia lituania,3.38929977080912e-05,4.004166234420731e-05,-6.148664636116111e-06
letras ciencias,6.290782295670143e-05,4.190322292962189e-05,2.100460002707954e-05
leu carta,4.04269269070883e-05,2.390710429500253e-05,1.6519822612085768e-05
leu errado,7.826318956966194e-05,0.0,7.826318956966194e-05
leudo costa,0.0001375053595881,0.0,0.0001375053595881
leva consideracao,0.0,0.0001921644395391,-0.0001921644395391
leva conta,5.226507017691342e-05,3.936999110581181e-05,1.2895079071101611e-05
leva crer,6.995829978122434e-05,3.93153427025868e-05,3.0642957078637536e-05
leva lo,0.0003050871342559,0.0001788498637028,0.0001262372705531
leva los,7.242490813199896e-05,4.346594508061978e-05,2.895896305137918e-05
leva nome,0.0,0.0001669469908879,-0.0001669469908879
leva sova,0.0001615591858437,0.0,0.0001615591858437
levada hospital,0.000145999049451,0.0001505765539914,-4.57750454038394e-06
levada prestar,0.0,7.084603417034919e-05,-7.084603417034919e-05
levada serio,0.0001080039794368,0.0,0.0001080039794368
levadas consideracao,0.0,7.154925910524619e-05,-7.154925910524619e-05
levadas serio,8.569841314431256e-05,0.0,8.569841314431256e-05
levado ate,5.963790357955281e-05,0.0,5.963790357955281e-05
levado coercitivamente,0.0,7.943040424399271e-05,-7.943040424399271e-05
levado complexo,3.819540786242388e-05,4.399125017490899e-05,-5.795842312485109e-06
levado curitiba,4.45301775599495e-05,4.1107123914083846e-05,3.423053645865654e-06
levado depor,0.0,9.270644348044395e-05,-9.270644348044395e-05
levado filha,0.0,6.016158840787583e-05,-6.016158840787583e-05
levado hospital,0.0002515914426193,0.0001341990085125,0.0001173924341068
levado mulher,5.582865667876994e-05,3.756648975173296e-05,1.826216692703698e-05
levado pf,5.29236167168111e-05,8.061567589263643e-05,-2.769205917582533e-05
levado pm,6.095021822808071e-05,6.510008748459159e-05,-4.149869256510885e-06
levado policia,3.059231183361666e-05,0.0001355238790328,-0.0001049315671991
levado pressas,9.367317930720906e-05,0.0,9.367317930720906e-05
levado serio,6.668824355962475e-05,0.0001281685553607,-6.148031180113484e-05
levado tentativas,3.198548940634265e-05,3.202255579215744e-05,-3.7066385814793566e-08
levados delegacia,4.758114496014507e-05,4.11701849144217e-05,6.410960045723368e-06
levando consideracao,5.037037752907506e-05,0.000100590817377,-5.022043984798473e-05
levando conta,0.0001035691403532,3.734387259496794e-05,6.622526775828391e-05
levando tudo,0.0001066760069422,0.0,0.0001066760069422
levanta mostra,9.20621424586778e-05,0.0,9.20621424586778e-05
levanta questoes,3.694129521476126e-05,0.0001331969114817,-9.62556162669994e-05
levantamento aponta,0.0,7.378549911203196e-05,-7.378549911203196e-05
levantamento contas,8.530614764710322e-05,0.0,8.530614764710322e-05
levantamento feito,0.0002401152056893,0.0006218064211706,-0.0003816912154812
levantamento g1,0.0,0.000588238387913,-0.000588238387913
levantamento instituto,7.390809342782931e-05,0.0,7.390809342782931e-05
levantamento mostra,2.951508301157761e-05,0.0001077603283432,-7.824524533164296e-05
levantamento realizado,9.981861585637229e-05,0.0001822125892249,-8.239397336857921e-05
levantamento sobre,2.890050007276276e-05,6.268025227986628e-05,-3.377975220710352e-05
levantamento tambem,0.0,9.083257070092558e-05,-9.083257070092558e-05
levantar dados,3.455792958902278e-05,2.682134728442129e-05,7.736582304601492e-06
levante contra,0.0,9.09019262411842e-05,-9.09019262411842e-05
levante popular,6.182622016414007e-05,3.2062947272914554e-05,2.9763272891225516e-05
levantou questionou,8.131981387669061e-05,0.0,8.131981387669061e-05
levantou suspeitas,6.202476438267811e-05,0.0,6.202476438267811e-05
levantou tom,6.995602510463271e-05,0.0,6.995602510463271e-05
levar adiante,0.0001972095202209,0.0,0.0001972095202209
levar ate,0.0001151977572461,0.0,0.0001151977572461
levar cadeia,7.430127632180908e-05,3.914414488711197e-05,3.515713143469711e-05
levar candidatura,0.0,6.166990637074774e-05,-6.166990637074774e-05
levar cassacao,0.0,0.0002989049470465,-0.0002989049470465
levar cerca,6.19357855115441e-05,0.0,6.19357855115441e-05
levar chocolates,0.0001049167618842,0.0,0.0001049167618842
levar consideracao,4.6112469390192366e-05,6.213306565805275e-05,-1.6020596267860383e-05
levar conta,4.198820742910347e-05,0.0001392033275291,-9.721512010000244e-05
levar jogar,9.93723115866546e-05,0.0,9.93723115866546e-05
levar lula,0.0,0.0001046932442423,-0.0001046932442423
levar milhares,4.759688200380361e-05,4.669122303322151e-05,9.056589705821002e-07
levar muita,5.3228729304137154e-05,0.0,5.3228729304137154e-05
levar ogiva,3.583704012610293e-05,2.257106994353146e-05,1.326597018257147e-05
levar pais,7.665214851460603e-05,2.590188168617215e-05,5.075026682843389e-05
levar plenario,1.9744282247634545e-05,7.378295431297797e-05,-5.403867206534343e-05
levar senhor,8.94114848171963e-05,4.411461597255616e-05,4.529686884464015e-05
levar tiro,0.0001608376529202,0.0,0.0001608376529202
levar vantagem,2.5224464313923455e-05,0.0001305118622452,-0.0001052873979313
levar vida,0.0,5.784521180246605e-05,-5.784521180246605e-05
levar virus,4.519040552840326e-05,9.09103852843723e-06,3.609936699996603e-05
levara conta,0.0,7.627691344958684e-05,-7.627691344958684e-05
levara nome,7.455366531128386e-05,4.217173348559352e-05,3.238193182569035e-05
levaram ate,4.257796204555361e-05,8.446628340957661e-05,-4.1888321364023e-05
levaram estado,0.0,6.543219053096007e-05,-6.543219053096007e-05
levaram estados,4.070629101045303e-05,4.347808461669372e-05,-2.771793606240692e-06
levaram faixa,0.0,9.502264369436588e-05,-9.502264369436588e-05
levaram stf,0.0,7.52561708947854e-05,-7.52561708947854e-05
levarei chocolates,0.0001738726708278,0.0,0.0001738726708278
levarem tiro,3.786933830697543e-05,0.0,3.786933830697543e-05
levava ministro,4.801335054970306e-05,5.080854550431546e-05,-2.7951949546124e-06
levava noiva,0.0,6.507150768272367e-05,-6.507150768272367e-05
leve petista,5.3228729304137154e-05,0.0,5.3228729304137154e-05
levianas mentirosas,6.711689536185069e-05,0.0,6.711689536185069e-05
levou cadeia,0.0,0.0001079699712312,-0.0001079699712312
levou casa,0.0001244246525352,0.0,0.0001244246525352
levou cerca,9.640762484169468e-05,4.4172069817430113e-05,5.223555502426456e-05
levou condenacao,0.0,0.000124347285928,-0.000124347285928
levou conta,0.0,0.000132671758407,-0.000132671758407
levou encontro,5.4326416809338855e-05,4.014118826634401e-05,1.4185228542994846e-05
levou filha,3.2018214889114055e-05,5.493168563281843e-05,-2.2913470743704372e-05
levou lula,9.497626805908295e-05,2.836211569196883e-05,6.661415236711413e-05
levou mae,9.852884092824548e-05,0.0,9.852884092824548e-05
levou pais,3.867611413047464e-05,3.370571199793313e-05,4.9704021325415145e-06
levou pf,5.827156378004962e-05,3.1764747050613735e-05,2.650681672943589e-05
levou presidente,4.064608845631241e-05,6.441859383848887e-05,-2.3772505382176465e-05
levou prisao,6.605003730981467e-05,0.0001509552775907,-8.49052402809416e-05
levou publico,6.643532413135881e-05,3.305597636979896e-05,3.3379347761559845e-05
levou susto,0.0001377546849174,0.0,0.0001377546849174
levou tiro,7.53154003869876e-05,6.591661568047386e-05,9.398784706513736e-06
levy fidelix,0.0001191995838915,0.0001941561986629,-7.495661477141592e-05
lewandowski celso,3.949242447909992e-05,5.652579172194664e-05,-1.7033367242846713e-05
lewandowski gilmar,4.073911421648902e-05,8.940951524177393e-05,-4.8670401025284906e-05
lewandowski ja,9.47914380224056e-05,0.0,9.47914380224056e-05
lewandowski nao,0.0001383063835988,6.092923339334079e-05,7.73771502054808e-05
lewandowski portugal,5.880707161626093e-05,0.0,5.880707161626093e-05
lewandowski presidente,0.0001605923980615,0.0,0.0001605923980615
lewandowski stf,5.648798701383838e-05,4.22084881401222e-05,1.4279498873716183e-05
lewandowski suspendeu,0.0001461856579893,5.278074009179647e-05,9.340491789758973e-05
lft marketing,0.0001743483776893,0.0,0.0001743483776893
lgbt alem,7.587484084028866e-05,0.0,7.587484084028866e-05
lgbt g1,0.0,4.484052392163634e-05,-4.484052392163634e-05
lgbt lesbicas,0.0,6.931590562654042e-05,-6.931590562654042e-05
lgbt nao,3.275055717291575e-05,3.531598048511186e-05,-2.5654233121961075e-06
libanes apos,3.0869342788865115e-05,4.294188701616219e-05,-1.2072544227297074e-05
libanes fez,0.0,6.787247441457532e-05,-6.787247441457532e-05
libanes lula,4.324350390379821e-05,4.4159441700621725e-05,-9.159377968235144e-07
libanes onde,6.061227901753715e-05,4.61684940589137e-05,1.4443784958623448e-05
libanes prestar,9.16732686206702e-05,0.0,9.16732686206702e-05
libanes sao,9.081788517083666e-05,0.0002012981244301,-0.0001104802392593
libanes sp,0.0001392046662929,4.405752678990655e-05,9.514713950308292e-05
libera andrea,0.0,5.365933836926752e-05,-5.365933836926752e-05
libera conteudo,0.0,6.627517548485244e-05,-6.627517548485244e-05
libera executivos,5.62614780283353e-05,0.0,5.62614780283353e-05
libera servidores,0.0,6.494611345557832e-05,-6.494611345557832e-05
liberacao construcao,6.759799699656492e-05,0.0,6.759799699656492e-05
liberacao credito,0.0,6.609975698162137e-05,-6.609975698162137e-05
liberacao creditos,5.328511935968596e-05,5.7402353933081374e-05,-4.117234573395418e-06
liberacao dinheiro,7.805465921343645e-05,2.8981481332150165e-05,4.907317788128629e-05
liberacao emendas,8.385573290983047e-05,0.0002228320709115,-0.0001389763380016
liberacao empreiteiros,6.66739201728279e-05,0.0,6.66739201728279e-05
liberacao emprestimos,2.657871433590285e-05,3.8324035741447685e-05,-1.1745321405544837e-05
liberacao licencas,0.0,7.452112597481264e-05,-7.452112597481264e-05
liberacao recursos,0.0002225942163821,8.825145292712375e-05,0.000134342763455
liberacao verba,7.821355923311201e-05,0.0,7.821355923311201e-05
liberacao verbas,4.566955789558888e-05,2.2533580387341115e-05,2.313597750824777e-05
liberado apos,3.4186400226424784e-05,4.441497736796591e-05,-1.0228577141541126e-05
liberado ressalto,5.7172779479226446e-05,0.0,5.7172779479226446e-05
liberados atividades,0.0,6.494611345557832e-05,-6.494611345557832e-05
liberados sob,5.399370660011266e-05,3.641044995111853e-05,1.7583256648994128e-05
liberais conservadores,4.739998598060412e-05,5.613746387099707e-05,-8.73747789039295e-06
liberal presidente,0.0,6.929834268443348e-05,-6.929834268443348e-05
liberal vies,0.0,5.7367203030804e-05,-5.7367203030804e-05
liberar armas,3.786933830697543e-05,0.0,3.786933830697543e-05
liberar atividade,0.0,7.437276250077924e-05,-7.437276250077924e-05
liberar construcao,5.492754421089762e-05,3.457314920833937e-05,2.0354395002558245e-05
liberar empreendimento,4.4619092340819535e-05,2.9732727480903652e-05,1.488636485991588e-05
liberar garimpos,0.0,7.437276250077924e-05,-7.437276250077924e-05
liberdade absoluta,0.0,8.203577204929507e-05,-8.203577204929507e-05
liberdade apos,0.0,8.441117439969982e-05,-8.441117439969982e-05
liberdade apresentado,0.0,0.0001165419576263,-0.0001165419576263
liberdade artistica,0.0001331319674607,3.5945076818869634e-05,9.718689064187564e-05
liberdade ate,0.0,9.939066260146672e-05,-9.939066260146672e-05
liberdade autodefesa,3.786933830697543e-05,0.0,3.786933830697543e-05
liberdade condicional,4.691693957596854e-05,4.869353482472982e-05,-1.7765952487612831e-06
liberdade defesa,8.729785753124218e-05,0.0,8.729785753124218e-05
liberdade deputado,2.729793052515635e-05,2.5852755541120925e-05,1.4451749840354238e-06
liberdade dias,6.88490956213889e-05,0.0,6.88490956213889e-05
liberdade ex,7.71502196425113e-05,0.0002636246947672,-0.0001864744751247
liberdade expressao,0.0004316040039855,0.0005190003961822,-8.73963921967048e-05
liberdade homem,2.909287866021676e-05,5.72596194980929e-05,-2.816674083787614e-05
liberdade igualdade,3.222611243068334e-05,3.2098988209197994e-05,1.2712422148534617e-07
liberdade imprensa,4.308261067472423e-05,0.0002372979706826,-0.0001942153600079
liberdade individual,3.566688641387938e-05,7.206798364093113e-05,-3.6401097227051753e-05
liberdade juiz,0.0,6.309845282363255e-05,-6.309845282363255e-05
liberdade locomocao,0.0,6.202552317221026e-05,-6.202552317221026e-05
liberdade lula,0.0001173643920492,0.0,0.0001173643920492
liberdade nao,4.416423987755815e-05,2.7729135963317585e-05,1.643510391424057e-05
liberdade necessaria,7.559384405397524e-05,0.0,7.559384405397524e-05
liberdade pais,3.508247354144537e-05,3.9121890360098326e-05,-4.03941681865295e-06
liberdade policia,6.0845050280195634e-05,0.0,6.0845050280195634e-05
liberdade provisoria,5.095778985380085e-05,3.657907540482822e-05,1.4378714448972636e-05
liberdade religiosa,9.311333172938264e-05,0.0,9.311333172938264e-05
liberdade segundo,0.0,7.591778389395766e-05,-7.591778389395766e-05
liberdade sentenca,3.639935099398469e-05,4.31857264308925e-05,-6.786375436907812e-06
liberdades democraticas,0.0,6.63641935100739e-05,-6.63641935100739e-05
liberou 10,0.0,6.822946103206281e-05,-6.822946103206281e-05
liberou andrea,0.0,5.365933836926752e-05,-5.365933836926752e-05
liberou bilhao,4.524989018924491e-05,5.651616305513327e-05,-1.1266272865888362e-05
liberou geral,6.643532413135881e-05,5.036521507403871e-05,1.60701090573201e-05
liberou nesta,0.0,0.0001502822519501,-0.0001502822519501
libertacao nacional,7.420558662999549e-05,0.0,7.420558662999549e-05
libio muamar,3.959798177430484e-05,3.4501594725748826e-05,5.096387048556013e-06
library londres,5.56604466441932e-05,3.959070898921263e-05,1.6069737654980567e-05
licao moral,0.0001922165445939,0.0,0.0001922165445939
licao vida,0.0001860324796939,8.861229628477385e-05,9.742018340917064e-05
licenca ambiental,0.0,0.0001030053464798,-0.0001030053464798
licenca renuncia,3.888862602091127e-05,0.0,3.888862602091127e-05
licenca suave,3.888862602091127e-05,0.0,3.888862602091127e-05
licenca tratamento,4.003063582592512e-05,5.605014188033162e-05,-1.6019506054406506e-05
licencas ambientais,2.6441647193507987e-05,2.7578100616597383e-05,-1.1364534230893994e-06
licencas frigorificos,4.556600584797306e-05,3.686870533612636e-05,8.697300511846705e-06
licenciado planejamento,6.580805031926756e-05,0.0,6.580805031926756e-05
licenciado psdb,0.0,6.37578564030491e-05,-6.37578564030491e-05
licenciar cargo,0.0,0.0001111230794299,-0.0001111230794299
licenciou presidencia,0.0,0.0001102738544912,-0.0001102738544912
licitacao compra,6.097740720017792e-05,9.88635556273601e-05,-3.788614842718218e-05
licitacoes contratos,4.9360034922320686e-05,3.898957993435785e-05,1.0370454987962835e-05
licitacoes lavagem,0.0,0.0001347901732914,-0.0001347901732914
licitacoes obras,2.364250595091107e-05,4.37263142103044e-05,-2.008380825939333e-05
licitacoes petrobras,4.69337125451558e-05,1.9530645902531958e-05,2.7403066642623845e-05
licitos ilicitos,0.0,0.0001114959964592,-0.0001114959964592
lidar coreia,4.156880807025882e-05,5.121384517108184e-05,-9.645037100823024e-06
lidar nova,0.0,6.675533057548404e-05,-6.675533057548404e-05
lidar problemas,4.320547311012645e-05,4.0678107504108994e-05,2.527365606017457e-06
lide grupo,0.0,0.0001548328700677,-0.0001548328700677
lider americano,4.049790707739239e-05,8.446774134916026e-05,-4.396983427176787e-05
lider bancada,0.0,0.0001654279094879,-0.0001654279094879
lider carismatico,7.652265952451747e-05,0.0,7.652265952451747e-05
lider centrao,0.0,7.693813899399925e-05,-7.693813899399925e-05
lider chines,2.715794629132304e-05,4.4207353374976544e-05,-1.7049407083653505e-05
lider comunista,0.0003051938908223,0.0,0.0003051938908223
lider coreia,0.0001038908645992,0.0004345547755449,-0.0003306639109456
lider cubano,0.0,0.0002300424877977,-0.0002300424877977
lider dem,0.0002455949336348,4.4036903980348655e-05,0.0002015580296545
lider espiritual,0.0001037646728655,0.0,0.0001037646728655
lider esquema,0.0,0.0001185783999685,-0.0001185783999685
lider estado,0.0,7.499305797700706e-05,-7.499305797700706e-05
lider estrangeiro,0.0,7.854801847733886e-05,-7.854801847733886e-05
lider exercito,7.924060597706736e-05,5.80391580507472e-05,2.1201447926320163e-05
lider frente,5.508538360976623e-05,3.2098988209197994e-05,2.298639540056823e-05
lider global,2.715794629132304e-05,4.390557480261845e-05,-1.6747628511295408e-05
lider governo,0.0010373907564082,0.001006468373818,3.092238259018356e-05
lider grupo,8.924468613396189e-05,5.8580249286735567e-05,3.0664436847226324e-05
lider igreja,0.0001389237209527,5.227227623230576e-05,8.665144472047454e-05
lider kim,9.241782162385216e-05,0.0001065662991908,-1.4148477566960086e-05
lider legenda,4.400247509625907e-05,4.516650100062416e-05,-1.16402590436509e-06
lider maior,7.675240757833469e-05,0.0,7.675240757833469e-05
lider maximo,6.736845589845763e-05,6.909212568602296e-05,-1.7236697875653323e-06
lider minoria,0.0,5.779077152018829e-05,-5.779077152018829e-05
lider movimento,0.0001040454836482,0.0001008717746663,3.173708981895644e-06
lider mst,0.0001275880165052,0.0,0.0001275880165052
lider mtst,4.456068480605227e-05,4.1892496054638045e-05,2.6681887514142267e-06
lider mundial,0.0001099876702345,0.0,0.0001099876702345
lider mundo,0.0,0.0001176323363315,-0.0001176323363315
lider nao,0.0,7.46948058255142e-05,-7.46948058255142e-05
lider norte,0.0003803960820778,0.0008556045239272,-0.0004752084418494
lider organizacao,0.0,0.0001166195427612,-0.0001166195427612
lider pais,2.8165925383746894e-05,0.0001373891206388,-0.000109223195255
lider partidario,4.180399854866375e-05,4.892971103907454e-05,-7.12571249041079e-06
lider partido,0.0001423713729121,0.0003238301234839,-0.0001814587505717
lider pesquisas,4.49553396182274e-05,0.0001077724834063,-6.281714378812624e-05
lider petista,3.0278496646208626e-05,0.000213251258728,-0.0001829727620818
lider pmdb,4.673499265457435e-05,0.0005112894218274,-0.0004645544291728
lider poderoso,5.807657914367905e-05,3.654828755836559e-05,2.152829158531346e-05
lider politico,2.548423528146605e-05,7.710879228929946e-05,-5.162455700783341e-05
lider popular,7.977996138609357e-05,3.548603875439421e-05,4.429392263169936e-05
lider pps,6.0974101404936405e-05,8.826264268658809e-05,-2.728854128165168e-05
lider pr,8.318624701596153e-05,2.669098554038445e-05,5.649526147557708e-05
lider psdb,0.0001766821355792,0.0001798457580777,-3.1636224985863253e-06
lider psol,7.900210997991976e-05,0.0,7.900210997991976e-05
lider pt,0.0003305996702053,0.0001985091532897,0.0001320905169156
lider quadrilha,0.000143460685117,0.0,0.000143460685117
lider realizar,6.448416311487495e-05,0.0,6.448416311487495e-05
lider rede,2.7794464590275043e-05,7.54567845576877e-05,-4.766231996741266e-05
lider religioso,0.0,0.0001305362429291,-0.0001305362429291
lider revolucao,0.0,0.0001506447753577,-0.0001506447753577
lider russo,4.240175641031006e-05,3.6011077990486226e-05,6.390678419823836e-06
lider sedicioso,0.0,5.9742633010404814e-05,-5.9742633010404814e-05
lider sindical,7.417104221712582e-05,0.0,7.417104221712582e-05
lider sovietico,8.218905376057072e-05,0.0,8.218905376057072e-05
lider supremo,0.0001510517806485,0.0001229069043802,2.8144876268307908e-05
lider tucano,5.5045061017917606e-05,6.147911641338967e-05,-6.434055395472063e-06
lidera pesquisas,2.795087045655419e-05,0.0001505367988051,-0.0001225859283485
lidera ranking,4.5797134628672416e-05,0.0001622022435129,-0.0001164051088842
liderada estados,9.167225728675256e-05,0.0,9.167225728675256e-05
liderada ex,4.742629203535847e-05,3.318302376398642e-05,1.4243268271372048e-05
liderado kim,0.0,0.0001171031982477,-0.0001171031982477
liderado porta,8.296302603747326e-05,0.0,8.296302603747326e-05
liderado presidente,0.0,0.0001278520352654,-0.0001278520352654
lideranca corrida,0.0,0.0001578749853705,-0.0001578749853705
lideranca partido,0.0,0.0001207208387138,-0.0001207208387138
lideranca pmdb,0.0,0.0001979497460871,-0.0001979497460871
lideranca politica,0.0001016406357225,0.0,0.0001016406357225
lideranca sindical,0.0,9.25606619130104e-05,-9.25606619130104e-05
lideranca suprema,7.108876399730095e-05,6.169127113825531e-05,9.39749285904564e-06
liderancas comando,4.47780987085822e-05,4.116178905923671e-05,3.616309649345485e-06
liderancas partido,2.955406801508667e-05,9.942316153911456e-05,-6.98690935240279e-05
liderancas politicas,7.39029853079872e-05,7.553105402430888e-05,-1.6280687163216736e-06
liderancas religiosas,9.490374613948677e-05,0.0,9.490374613948677e-05
liderancas resolve,0.0,3.871089396200136e-05,-3.871089396200136e-05
liderar esquema,4.021848499143755e-05,3.641044995111853e-05,3.808035040319016e-06
liderar organizacao,0.0,0.0001451565831194,-0.0001451565831194
lideres 20,0.0,8.714478723326706e-05,-8.714478723326706e-05
lideres asiaticos,4.6856526719417566e-05,7.387637596709308e-05,-2.7019849247675516e-05
lideres camara,0.0,9.602436006308128e-05,-9.602436006308128e-05
lideres cartel,2.9143157885702168e-05,7.509935524433079e-05,-4.595619735862862e-05
lideres comunistas,0.0001775575787582,0.0,0.0001775575787582
lideres coreia,3.665425600420141e-05,8.112531968290953e-05,-4.447106367870812e-05
lideres empresariais,0.0,0.0002731401449837,-0.0002731401449837
lideres engenheiros,2.693181341257044e-05,4.190322292962189e-05,-1.4971409517051449e-05
lideres faccoes,6.959111273768624e-05,5.42699334998608e-05,1.5321179237825446e-05
lideres globais,0.0,8.64947827404085e-05,-8.64947827404085e-05
lideres governo,2.749983451577194e-05,3.659567156025635e-05,-9.095837044484408e-06
lideres grupo,5.937551528972797e-05,3.6220801514339005e-05,2.315471377538897e-05
lideres indigenas,4.1593123507980766e-05,7.240520308996751e-05,-3.081207958198675e-05
lideres internacionais,0.0,8.940576072946788e-05,-8.940576072946788e-05
lideres mundiais,0.000172115556924,0.0001337684475648,3.834710935920075e-05
lideres mundo,0.0001063610017952,0.0,0.0001063610017952
lideres norte,0.0,5.611396404428364e-05,-5.611396404428364e-05
lideres partidarios,0.0001189575860893,0.0003117499752589,-0.0001927923891696
lideres partido,2.9529050767643244e-05,8.865538594854505e-05,-5.912633518090181e-05
